"Rate Date","Rate Type","Range","Weighted Average"
"1/27/2003","180-Day","-","-",
"1/27/2003","30-Day","21.5000%-21.5000%","21.5000%",
"1/27/2003","60-Day","20.5000%-20.5000%","20.5000%",
"1/27/2003","7-Day","13.7500%-15.2500%","14.8100%",
"1/27/2003","90-Day","-","-",
"1/27/2003","Call Rate","8.9000%-14.0000%","9.4100%",
"1/24/2003","180-Day","-","-",
"1/24/2003","30-Day","17.5000%-17.5000%","17.5000%",
"1/24/2003","60-Day","-","-",
"1/24/2003","7-Day","14.0000%-15.5000%","14.8000%",
"1/24/2003","90-Day","-","-",
"1/24/2003","Call Rate","8.0000%-12.0000%","9.5500%",
"1/23/2003","30-Day","17.0000%-18.5000%","17.2100%",
"1/23/2003","60-Day","14.0000%-14.0000%","14.0000%",
"1/23/2003","7-Day","10.0000%-10.0000%","10.0000%",
"1/23/2003","90-Day","20.0000%-20.0000%","20.0000%",
"1/23/2003","Call Rate","8.5000%-13.5000%","9.3300%",
"1/22/2003","180-Day","-","-",
"1/22/2003","30-Day","18.7500%-27.0000%","24.9400%",
"1/22/2003","60-Day","-","-",
"1/22/2003","7-Day","14.5000%-20.0000%","16.7000%",
"1/22/2003","90-Day","-","-",
"1/22/2003","Call Rate","8.7500%-15.0000%","10.2400%",
"1/21/2003","180-Day","-","-",
"1/21/2003","30-Day","20.0000%-20.0000%","20.0000%",
"1/21/2003","60-Day","21.25000%-21.2500%","21.2500%",
"1/21/2003","7-Day","12.5000%-12.5000%","12.5000%",
"1/21/2003","90-Day","-","-",
"1/21/2003","Call Rate","8.5000%-15.5000%","11.0100%",
"1/20/2003","180-Day","-","-",
"1/20/2003","30-Day","17.0000%-22.0000%","18.0000%",
"1/20/2003","60-Day","-","-",
"1/20/2003","7-Day","16.0000%-17.0000%","16.3300%",
"1/20/2003","90-Day","-","-",
"1/20/2003","Call Rate","8.9000%-15.0000%","11.2800%",
"1/17/2003","180-Day","-","-",
"1/17/2003","30-Day","14.5000%-21.5000%","17.6900%",
"1/17/2003","60-Day","-","-",
"1/17/2003","7-Day","17.0000%-17.0000%","17.0000%",
"1/17/2003","90-Day","-","-",
"1/17/2003","Call Rate","8.9000%-19.2500%","15.7300%",
"1/16/2003","180-Day","-","-",
"1/16/2003","30-Day","21.2500-21.2500","21.2500",
"1/16/2003","60-Day","-","-",
"1/16/2003","7-Day","18.5000-21.0000","19.3800",
"1/16/2003","90-Day","20.0000-20.0000","20.0000",
"1/16/2003","Call Rate","16.0000-19.7500","16.8200",
"1/15/2003","180-Day","-","-",
"1/15/2003","30-Day","-","-",
"1/15/2003","60-Day","-","-",
"1/15/2003","7-Day","20.5000-20.5000","20.5000",
"1/15/2003","90-Day","-","-",
"1/15/2003","Call Rate","17.0000-19.7500","17.8200",
"1/14/2003","180-Day","-","-",
"1/14/2003","30-Day","19.0000-23.0000","21.0000",
"1/14/2003","60-Day","-","-",
"1/14/2003","7-Day","18.0000-20.0000","19.2100",
"1/14/2003","90-Day","20.0000-20.0000","20.0000",
"1/14/2003","Call Rate","16.0000-21.0000","17.4300",
"1/13/2003","180-Day","-","-",
"1/13/2003","30-Day","19.0000-22.0000","21.0000",
"1/13/2003","60-Day","-","-",
"1/13/2003","7-Day","18.0000-19.5000","18.1700",
"1/13/2003","90-Day","20.0000-20.0000","20.0000",
"1/13/2003","Call Rate","16.0000-19.5000","17.1200",
"1/10/2003","180-Day","-","-",
"1/10/2003","30-Day","18.5000-22.0000","20.0000",
"1/10/2003","60-Day","-","-",
"1/10/2003","7-Day","17.0000-18.0000","17.2600",
"1/10/2003","90-Day","-","-",
"1/10/2003","Call Rate","15.0000-18.0000","16.3700",
"1/9/2003","180-Day","-","-",
"1/9/2003","30-Day","20.0000-20.5000","20.1400",
"1/9/2003","60-Day","-","-",
"1/9/2003","7-Day","17.5000-19.0000","18.5300",
"1/9/2003","90-Day","-","-",
"1/9/2003","Call Rate","14.80000-18.5000","15.8800",
"1/8/2003","180-Day","-","-",
"1/8/2003","30-Day","16.0000-23.0000","20.2500",
"1/8/2003","60-Day","-","-",
"1/8/2003","7-Day","18.0000-18.0000","18.0000",
"1/8/2003","90-Day","-","-",
"1/8/2003","Call Rate","14.50000-20.0000","16.2100",
"1/7/2003","180-Day","-","-",
"1/7/2003","30-Day","18.7500-23.0000","20.8800",
"1/7/2003","60-Day","-","-",
"1/7/2003","7-Day","16.0000-18.0000","16.7200",
"1/7/2003","90-Day","-","-",
"1/7/2003","Call Rate","12.0000-21.0000","15.0000",
"1/6/2003","180-Day","-","-",
"1/6/2003","30-Day","14.0000-19.5000","16.1700",
"1/6/2003","60-Day","23.0000-23.0000","23.0000",
"1/6/2003","7-Day","15.50000-16.0000","15.7000",
"1/6/2003","90-Day","-","-",
"1/6/2003","Call Rate","9.5000-14.5000","11.3600",
"1/3/2003","180-Day","-","-",
"1/3/2003","30-Day","15.0000-19.0000","17.5500",
"1/3/2003","60-Day","14.0000-21.0000","18.0000",
"1/3/2003","7-Day","13.0000-18.2500","14.6200",
"1/3/2003","90-Day","-","-",
"1/3/2003","Call Rate","8.7500-18.5000","11.0700",
"1/2/2003","180-Day","-","-",
"1/2/2003","30-Day","-","-",
"1/2/2003","60-Day","-","-",
"1/2/2003","7-Day","12.0000-19.0000","17.2500",
"1/2/2003","90-Day","-","-",
"1/2/2003","Call Rate","8.5000-15.5000","10.1800",
"12/31/2002","180-Day","-","-",
"12/31/2002","30-Day","20.0000-22.0000","21.0000",
"12/31/2002","60-Day","-","-",
"12/31/2002","7-Day","12.0000-23.0000","14.9500",
"12/31/2002","90-Day","-","-",
"12/31/2002","Call Rate","15.5000-20.0000","16.6900",
"12/30/2002","180-Day","-","-",
"12/30/2002","30-Day","-","-",
"12/30/2002","60-Day","-","-",
"12/30/2002","7-Day","15.5000-20.0000","18.2800",
"12/30/2002","90-Day","-","-",
"12/30/2002","Call Rate","15.7500-20.0000","16.6700",
"12/27/2002","180-Day","-","-",
"12/27/2002","30-Day","11.0000-11.0000","11.0000",
"12/27/2002","60-Day","-","-",
"12/27/2002","7-Day","8.0000-22.5000","11.6400",
"12/27/2002","90-Day","-","-",
"12/27/2002","Call Rate","16.0000-21.5000","16.8000",
"12/24/2002","180-Day","-","-",
"12/24/2002","30-Day","-","-",
"12/24/2002","60-Day","-","-",
"12/24/2002","7-Day","8.0000-20.0000","8.4100",
"12/24/2002","90-Day","-","-",
"12/24/2002","Call Rate","16.0000-20.0000","17.0200",
"12/23/2002","180-Day","-","-",
"12/23/2002","30-Day","11.0000%-27.0000%","13.1300%",
"12/23/2002","60-Day","-","-",
"12/23/2002","7-Day","18.2500%-22.5000%","20.6700%",
"12/23/2002","90-Day","-","-",
"12/23/2002","Call Rate","15.5000%-21.5000%","17.1000%",
"12/20/2002","180-Day","-","-",
"12/20/2002","30-Day","-","-",
"12/20/2002","60-Day","-","-",
"12/20/2002","7-Day","16.0000%-23.0000%","16.2800%",
"12/20/2002","90-Day","-","-",
"12/20/2002","Call Rate","15.5000%-24.0000%","18.0600%",
"12/19/2002","180-Day","0.0000","0.0000",
"12/19/2002","30-Day","23.0000-23.0000","23.0000",
"12/19/2002","60-Day","0.0000","0.0000",
"12/19/2002","7-Day","18.0000-22.0000","19.8800",
"12/19/2002","90-Day","0.0000","0.0000",
"12/19/2002","Call Rate","14.0000-20.5000","17.2200",
"12/18/2002","180-Day","0.0000","0.0000",
"12/18/2002","30-Day","14.5000-23.0000","19.8400",
"12/18/2002","60-Day","0.0000","0.0000",
"12/18/2002","7-Day","12.5000-16.5000","13.5200",
"12/18/2002","90-Day","0.0000","0.0000",
"12/18/2002","Call Rate","10.0000-16.0000","12.6100",
"12/17/2002","180-Day","0.0000","0.0000",
"12/17/2002","30-Day","10.0000%  -  18.0000%","10.4300",
"12/17/2002","60-Day","0.0000","0.0000",
"12/17/2002","7-Day","13.0000%","13.0000%",
"12/17/2002","90-Day","0.0000","0.0000",
"12/17/2002","Call Rate","8.9000%  -  12.7500%","10.0100%",
"12/16/2002","180-Day","0.0000","0.0000",
"12/16/2002","30-Day","20.0000%  -  22.0000%","21.5000%",
"12/16/2002","60-Day","0.0000","0.0000",
"12/16/2002","7-Day","13.0000%  - 14.0000%","13.6000%",
"12/16/2002","90-Day","0.0000","0.0000",
"12/16/2002","Call Rate","8.7500%  -  14.0000%","9.5900%",
"12/13/2002","180-Day","0.0000","0.0000",
"12/13/2002","30-Day","17.0000%  -  21.0000%","18.5700%",
"12/13/2002","60-Day","13.0000%","13.0000%",
"12/13/2002","7-Day","12.7500%","12.7500%",
"12/13/2002","90-Day","0.0000
0.0000","0.0000",
"12/13/2002","Call Rate","8.0000%  -  13.5000%","9.5000%",
"12/12/2002","180-Day","0.0000","0.0000",
"12/12/2002","30-Day","11.0000%","11.0000%",
"12/12/2002","60-Day","27.0000%","27.0000%",
"12/12/2002","7-Day","13.0000%  -  15.0000%","13.5700%",
"12/12/2002","90-Day","0.0000","0.0000",
"12/12/2002","Call Rate","8.2500%  -  18.7600%","9.5900%",
"12/11/2002","180-Day","0.0000","0.0000",
"12/11/2002","30-Day","14.0000%  -  22.0000%","18.7900%",
"12/11/2002","60-Day","0.0000","0.0000",
"12/11/2002","7-Day","15.0000%","15.0000%",
"12/11/2002","90-Day","0.0000","0.0000",
"12/11/2002","Call Rate","8.5000%  -  14.5000%","8.9900%",
"12/10/2002","180-Day","0.0000","0.0000",
"12/10/2002","30-Day","16.0000%   -  23.0000%","18.6500%",
"12/10/2002","60-Day","23.0000%","23.0000%",
"12/10/2002","7-Day","12.5000%  -  14.0000%","13.2200%",
"12/10/2002","90-Day","0.0000","0.0000",
"12/10/2002","Call Rate","8.5000%  -  14.0000%","8.8400%",
"12/9/2002","180-Day","0.0000","0.0000",
"12/9/2002","30-Day","16.0000%  - 20.0000%","18.3300%",
"12/9/2002","60-Day","0.0000","0.0000
0.0000",
"12/9/2002","7-Day","12.5000%  -  16.0000%","14.0400%",
"12/9/2002","90-Day","0.0000","0.0000",
"12/9/2002","Call Rate","8.0000%  -  14.0000%","9.1000%",
"12/6/2002","180-Day","0.0000","0.0000",
"12/6/2002","30-Day","19.5000% - 21.2500%","20.3800%",
"12/6/2002","60-Day","20..0000%  -  23.5000%","21.1700%",
"12/6/2002","7-Day","0.0000","0.0000",
"12/6/2002","90-Day","0.0000","0.0000",
"12/6/2002","Call Rate","8.0000% - 14.5000%","8.8400%",
"12/3/2002","180-Day","0.0000","0.0000",
"12/3/2002","30-Day","16.0000%  -  22.0000%","16.5800%",
"12/3/2002","60-Day","0.0000","0.0000",
"12/3/2002","7-Day","10.0000%  -  14.0000%","11.3600%",
"12/3/2002","90-Day","22.5000%","22.5000%",
"12/3/2002","Call Rate","7.7500%  -  13.0000%","8.6400%",
"12/2/2002","180-Day","0.0000","0.0000",
"12/2/2002","30-Day","16.0000%  -  21.5000%","18.6300%",
"12/2/2002","60-Day","0.0000","0.0000",
"12/2/2002","7-Day","14.0000%  -  19.0000%","16.6700%",
"12/2/2002","90-Day","0.0000","0.0000",
"12/2/2002","Call Rate","7.0000%  -  14.0000%","8.6500%",
"11/29/2002","180-Day","0.0000","0.0000",
"11/29/2002","30-Day","20.0000%","20.0000%",
"11/29/2002","60-Day","0.0000","0.0000",
"11/29/2002","7-Day","14.0000%","14.0000%",
"11/29/2002","90-Day","0.0000","0.0000",
"11/29/2002","Call Rate","6.0000% - 21.0000%","8.9700%",
"11/28/2002","180-Day","0.0000","0.000",
"11/28/2002","30-Day","0.000
0.0000","0.0000",
"11/28/2002","60-Day","0.0000","0.0000",
"11/28/2002","7-Day","9.7500% - 14.5000%","12.6900%",
"11/28/2002","90-Day","0.0000","0.0000",
"11/28/2002","Call Rate","9.5000%  -  20.0000%","10.5300%",
"11/27/2002","180-Day","0.0000","0.0000",
"11/27/2002","30-Day","13.5000-20.0000","18.6700",
"11/27/2002","60-Day","0.0000","0.0000",
"11/27/2002","7-Day","13.0000-17.5000","14.1000",
"11/27/2002","90-Day","0.0000","0.0000",
"11/27/2002","Call Rate","9.5000-14.0000","10.1700",
"11/26/2002","180-Day","0.0000","0.0000",
"11/26/2002","30-Day","17.0000-17.0000","17.0000",
"11/26/2002","60-Day","0.0000","0.0000",
"11/26/2002","7-Day","9.5000-9.5000","9.5000",
"11/26/2002","90-Day","0.0000","0.0000",
"11/26/2002","Call Rate","9.0000-15.5000","10.3500",
"11/25/2002","180-Day","0.0000","0.0000",
"11/25/2002","30-Day","12.0000-12.0000","12.
12.0000",
"11/25/2002","60-Day","0.0000","0.0000",
"11/25/2002","7-Day","12.0000-12.0000","12.0000",
"11/25/2002","90-Day","0.0000","0.0000",
"11/25/2002","Call Rate","9.3500-15.0000","10.6900",
"11/22/2002","180-Day","0.0000","0.0000",
"11/22/2002","30-Day","23.5000%  -  25.0000%","24.0000%",
"11/22/2002","60-Day","26.0000%","26.0000%",
"11/22/2002","7-Day","20.0000%","20.0000%",
"11/22/2002","90-Day","0.0000","0.0000",
"11/22/2002","Call Rate","9.0000% - 21.0000%","15.4700%",
"11/21/2002","180-Day","0.0000","0.0000",
"11/21/2002","30-Day","0.0000","0.0000",
"11/21/2002","60-Day","0.0000","0.0000",
"11/21/2002","7-Day","17.0000%","17.0000%",
"11/21/2002","90-Day","0.0000","0.0000",
"11/21/2002","Call Rate","17.0000%  -  23.5000%","19.1500%",
"11/20/2002","180-Day","0.0000","0.0000",
"11/20/2002","30-Day","0.0000","0.0000",
"11/20/2002","60-Day","0.0000","0.0000",
"11/20/2002","7-Day","17.0000%  -  27.0000%","20.9200%",
"11/20/2002","90-Day","0.0000","0.0000",
"11/20/2002","Call Rate","17.0000%  -  26.0000%","20.9300%",
"11/19/2002","180-Day","0.0000","0.0000",
"11/19/2002","30-Day","20.0000%  -  34.0000%","20.2900",
"11/19/2002","60-Day","0.0000","0.0000",
"11/19/2002","7-Day","21.5000%  -  25.0000%","23.4200%",
"11/19/2002","90-Day","22.0000%","22.0000%",
"11/19/2002","Call Rate","19.0000%  -  31.0000%","22.0000%",
"11/18/2002","180-Day","0.0000","0.0000",
"11/18/2002","30-Day","0.0000","0.0000",
"11/18/2002","60-Day","0.0000","0.0000",
"11/18/2002","7-Day","21.0000%  -  22.7500%","22.0000%",
"11/18/2002","90-Day","0.0000","0.0000",
"11/18/2002","Call Rate","17.6000%  -  26.2500%","19.8100%",
"11/15/2002","180-Day","0.0000","0.0000",
"11/15/2002","30-Day","18.0000%","18.0000%",
"11/15/2002","60-Day","0.0000","0.0000",
"11/15/2002","7-Day","20.0000%","20.0000%",
"11/15/2002","90-Day","0.0000","0.0000",
"11/15/2002","Call Rate","17.0000%  -  23.0000%","18.2400%",
"11/14/2002","180-Day","0.0000","0.0000",
"11/14/2002","30-Day","0.0000","0.0000",
"11/14/2002","60-Day","0.0000","0.0000",
"11/14/2002","7-Day","19.7500%  -  26.0000%","22.2800%",
"11/14/2002","90-Day","0.0000","0.0000",
"11/14/2002","Call Rate","18.0000%  -  25.0000%","20.7600%",
"11/13/2002","180-Day","0.0000","0.0000",
"11/13/2002","30-Day","21.0000%","21.0000%",
"11/13/2002","60-Day","0.0000","0.0000",
"11/13/2002","7-Day","21.0000%  -  26.0000%","25.0200%",
"11/13/2002","90-Day","0.0000","0.0000",
"11/13/2002","Call Rate","18.0000%  -  27.0000%","21.1800%",
"11/12/2002","180-Day","0.0000","0.0000",
"11/12/2002","30-Day","18.0000%-27.0000%","20.8700%",
"11/12/2002","60-Day","0.0000","0.0000",
"11/12/2002","7-Day","0.0000","0.0000",
"11/12/2002","90-Day","0.0000","0.0000",
"11/12/2002","Call Rate","18.5000%-26.0000%","20.4100%",
"11/11/2002","180-Day","0.0000","0.0000",
"11/11/2002","30-Day","20.5000%  -  25.0000%","22.3800%",
"11/11/2002","60-Day","23.0000%","23.0000%",
"11/11/2002","7-Day","21.0000%","21.0000%",
"11/11/2002","90-Day","0.0000","0.0000",
"11/11/2002","Call Rate","17.0000%  -  25.0000%"," 19.5400%",
"11/8/2002","180-Day","0.0000","0.0000",
"11/8/2002","30-Day","21.0000%","21.0000%",
"11/8/2002","60-Day","0.0000%","0.0000%",
"11/8/2002","7-Day","21.0000%  -  26.0000%","25.0200%",
"11/8/2002","90-Day","25.0000%","25.0000%",
"11/8/2002","Call Rate","18.0000% - 27.0000%","21.1800%",
"11/7/2002","180-Day","0.0000","0.0000",
"11/7/2002","30-Day","18.0000%  -  23.0000%","20.8800%",
"11/7/2002","60-Day","0.0000","0.0000",
"11/7/2002","7-Day","22.0000%  -  27.0000%","23.6700%",
"11/7/2002","90-Day","0.0000","0.0000",
"11/7/2002","Call Rate","19.0000%  -  28.0000%","21.8000%",
"11/6/2002","180-Day","0.0000","0.0000",
"11/6/2002","30-Day","20.0000%  -  22.0000%","21.4300%",
"11/6/2002","60-Day","0.0000","0.0000",
"11/6/2002","7-Day","18.0000%  -  18.0000%","18.0000%",
"11/6/2002","90-Day","0.0000","0.0000",
"11/6/2002","Call Rate","16.0000%  - 25.0000%","18.5000%",
"11/5/2002","180-Day","0.0000","0.0000",
"11/5/2002","30-Day","20.0000%  -  22.7500%","21.2600%",
"11/5/2002","60-Day","20.5000%","20.5000%",
"11/5/2002","7-Day","10.0000%  -  17.0000%","13.4500%",
"11/5/2002","90-Day","0.0000","0.0000",
"11/5/2002","Call Rate","5.0000%  -  21.0000%","12.4200%",
"11/4/2002","180-Day","0.0000","0.0000",
"11/4/2002","30-Day","0.0000","0.0000",
"11/4/2002","60-Day","20.5000%  -  21.0000%","20.8600%",
"11/4/2002","7-Day","0.0000","0.0000",
"11/4/2002","90-Day","0.0000","0.0000",
"11/4/2002","Call Rate","3.0000%  -  20.0000%","5.6500%",
"11/1/2002","180-Day","0.0000","0.0000",
"11/1/2002","30-Day","18.0000%","18.0000%",
"11/1/2002","60-Day","6.0000%  -  28.0000%","10.40000%",
"11/1/2002","7-Day","12.0000%  -  16.0000%","15.5900%",
"11/1/2002","90-Day","0.0000","0.0000",
"11/1/2002","Call Rate","0.75000%  -  15.0000%","6.2300%",
"10/31/2002","180-Day","00.0000%","00.0000%",
"10/31/2002","30-Day","18.0000%","18.0000%",
"10/31/2002","60-Day","21.0000%","21.0000%",
"10/31/2002","7-Day","5.000%  - 20.0000%","11.4500%",
"10/31/2002","90-Day","20.0000%","20.0000%",
"10/31/2002","Call Rate","3.000%  -  14.5000%","6.6700%",
"10/30/2002","30-Day","29.0000%","29.0000%",
"10/30/2002","7-Day","14.5000%","14.5000%",
"10/30/2002","Call Rate","5.0000%  -  15.7500%","10.3500%",
"10/29/2002","7-Day","12.5000%  -  17.0000%","15.77000%",
"10/29/2002","Call Rate","10.0000% - 17.0000%","17.0700%",
"10/28/2002","30-Day","22.0000%  -  28.0000%","25.0000%",
"10/28/2002","60-Day","21.0000%  -  25.0000%","23.0000%",
"10/28/2002","7-Day","10.0000%  -  19.0000%","14.2200%",
"10/28/2002","Call Rate","7.0000%  -  16.7500%","10.9900%",
"10/25/2002","180-Day","00.0000%","00.0000%",
"10/25/2002","30-Day","00.0000%","00.0000%",
"10/25/2002","60-Day","00.0000%","00.0000%",
"10/25/2002","7-Day","17.0000%  -  20.0000%","18.9800%",
"10/25/2002","90-Day","00.0000%
00.0000%","00.0000%",
"10/25/2002","Call Rate","14.0000%  -  17.0000%","14.5200%",
"10/24/2002","30-Day","19.5000%  -  27.0000%","22.8600%",
"10/24/2002","7-Day","18.5000%  -  19.5000%","19.1000%",
"10/24/2002","Call Rate","14.4000%  -  17.5000%","14.5800%",
"10/23/2002","30-Day","23.0000%  - 24.0000%","23.2500%",
"10/23/2002","60-Day","          25.0000%","25.0000%",
"10/23/2002","7-Day","16.0000%  -  19.5000%","16.7700%",
"10/23/2002","Call Rate","13.5000%  -  17.7500%","14.5400%",
"10/22/2002","30-Day","23.5000%  25.7500%","24.7500%",
"10/22/2002","7-Day","16.0000%  -  23.7500%","16.6100%",
"10/22/2002","Call Rate","14.4000%  -  18.0000%","14.8600%",
"10/21/2002","30-Day","23.0000%  -  30.0000%","25.1700%",
"10/21/2002","7-Day","22.5000%","22.5000%",
"10/21/2002","Call Rate","14.2500%  -  20.0000%","14.6700%",
"10/18/2002","30-Day","           21.0000%","21.0000%",
"10/18/2002","7-Day","18.5000%  -  20.0000%","19.5000%",
"10/18/2002","Call Rate","14.2500%  -  18.5000%","14.8100%",
"10/17/2002","180-Day","25.0000%","25.0000%",
"10/17/2002","30-Day","24.5000% - 25.0000%","24.6100%",
"10/17/2002","7-Day","21.0000% - 22.0000%","21.8000%",
"10/17/2002","90-Day","28.0000%","28.0000%",
"10/17/2002","Call Rate","15.7500% - 22.0000%","16.5500%",
"10/16/2002","30-Day","20.0000%","20.0000%",
"10/16/2002","7-Day","28.0000%","28.0000%",
"10/16/2002","Call Rate","14.7500%  -  23.0000%","16.0000%",
"10/15/2002","30-Day","24.0000%  -  26.0000%","24.9200%",
"10/15/2002","7-Day","19.7500%","19.7500%",
"10/15/2002","Call Rate","14.3500% - 19.7500%","15.1500%",
"10/14/2002","7-Day","19.0000%  -  20.0000%","19.5000%",
"10/14/2002","Call Rate","14.0000%  - 19.0000%","15.3100%",
"10/11/2002","30-Day","25.0000%  - 26.5000%","25.6600%",
"10/11/2002","7-Day","18.0000%  -  22.2500%","20.2900%",
"10/11/2002","90-Day","26000%","26.0000%",
"10/11/2002","Call Rate","14.2500%  - 20.0000%","16.1100%",
"10/10/2002","30-Day","22.0000%  - 25.0000%","23.7700%",
"10/10/2002","7-Day","17.5000%  - 22.0000%","19.9000%",
"10/10/2002","Call Rate","15.0000%  -  20.0000%","16.8000%",
"10/9/2002","30-Day","22.0000%  -  25.0000%","22.7100%",
"10/9/2002","60-Day","26.0000%","26.0000%",
"10/9/2002","7-Day","16.5000%  -  22.0000%","18.8300%",
"10/9/2002","Call Rate","14.2500%  -21.0000%","15.2600%",
"10/8/2002","30-Day","24.0000% - 31.0000%","29.2500%",
"10/8/2002","7-Day","15.5000% - 20.5000%","16.6500%",
"10/8/2002","90-Day","29.0000%","29.0000%",
"10/8/2002","Call Rate","14.2500% - 18.0000%","14.6800%",
"10/7/2002","30-Day","23.0000%  -  28.6000%","24.2500%",
"10/7/2002","60-Day","26.0000%  -28.0000%","27.0000%",
"10/7/2002","7-Day","20.0000%  -  23.5000%","21.6300%",
"10/7/2002","90-Day","19.50000%","19.50000%",
"10/7/2002","Call Rate","14.0000%  -  18.0000%","14.5500%",
"10/4/2002","30-Day","21.0000%  -  25.0000%","23.3800%",
"10/4/2002","7-Day","15.0000%  - 23.0000%","18.0000%",
"10/4/2002","Call Rate","14.0000%  -  23.0000%","14.5500%",
"10/3/2002","30-Day","21.0000%  - 27.0000%","23.0000%",
"10/3/2002","7-Day","14.3500%  -  22.5000%","18.3800%",
"10/3/2002","Call Rate","14.0000%  -  18.5000%","15.2300%",
"10/2/2002","30-Day","23.7500  -  25.5000","24.6000",
"10/2/2002","7-Day","18.5000  -  21.0000","19.4000",
"10/2/2002","Call Rate","13.9000  -  18.5000","  15.1900",
"9/30/2002","60-Day","          28000","28.000",
"9/30/2002","7-Day","14.5000  -  14.6000","14.5500",
"9/30/2002","Call Rate","13.7500 - 21.5000","14.7800",
"9/27/2002","180-Day","-","-",
"9/27/2002","30-Day","-","-",
"9/27/2002","60-Day","-","-",
"9/27/2002","7-Day","21.0000-23.0000","22.0000",
"9/27/2002","90-Day","-","-",
"9/27/2002","Call Rate","13.7500-20.7500","14.7600",
"9/26/2002","180-Day","-","-",
"9/26/2002","30-Day","28.0000-28.0000","28.0000",
"9/26/2002","60-Day","-","-",
"9/26/2002","7-Day","14.5000-22.0000","16.8900",
"9/26/2002","90-Day","-","-",
"9/26/2002","Call Rate","13.5000-20.0000","14.0100",
"9/25/2002","180-Day","-","-",
"9/25/2002","30-Day","-","-",
"9/25/2002","60-Day","-","-",
"9/25/2002","7-Day","14.7500-22.7500","17.9700",
"9/25/2002","90-Day","28.0000-29.0000","28.5000",
"9/25/2002","Call Rate","13.0000-17.5000","13.9900",
"9/24/2002","180-Day","-","-",
"9/24/2002","30-Day","20.0000-27.0000","23.0300",
"9/24/2002","60-Day","-","-",
"9/24/2002","7-Day","20.0000-25.0000","21.3500",
"9/24/2002","90-Day","-","-",
"9/24/2002","Call Rate","13.0000-19.0000","13.9700",
"9/23/2002","180-Day","-","-",
"9/23/2002","30-Day","22.0000-26.500","23.9100",
